0x0000cBe77eE6999c2407611E89ad0389AF474F48,5.46448
0x000B79f52356189C80a9d3AdA3911D4438218516,5.46448
0x01328841Ea84D861F2cf5cbf36b58768b15403D3,5.46448
0x044c53d8576d4d700e6327c954f88388ee03b8db,5.46448
0x0467F3b464FF75ac91f6ED8a4139fC6e38256eFb,5.46448
0x050CBBcCe5Bc7d4e7831e9136Dd54151609Bb7Ce,5.46448
0x051E55839B788Ab0DddCC8000B8fAa07D51F6CA0,5.46448
0x056590F16D5b314a132BbCFb1283fEc5D5C6E670,5.46448
0x05705F21AE070A52D9b258ba6b1692325d4cb019,5.46448
0x0998196d57119044E7F0C099C6c1A090cb8Efc7e,5.46448
0x0b4F56611DC8D67034cc36cfc6F9C25924FBA852,5.46448
0x0D1FE752Ac2E08ef0DA1547A12C1bC3B87139D75,5.46448
0x0d79679891B79C427057886d6d636c8d102B79B0,5.46448
0x0fe8C779270aD17f31B189FDE8eeB66fd5c8BE8C,5.46448
0x1016DC63C665ED1389Dc2c98B32A2Fd48cA4f254,5.46448
0x101D5810f8841BcE68cB3e8CFbadB3f8C71fdff0,5.46448
0x10812c143C02260fD8A7221dd9A2e6Ee0A65ee1e,5.46448
0x11b6A5fE2906F3354145613DB0d99CEB51f604C9,5.46448
0x131aAEcBfF040379070024EA0AE9AB72a059e6C4,5.46448
0x15AeAceCef5E603D0A2f8a4b4782Fa3bbBAEFBEd,5.46448
0x165Cc5f47Cdb55bad3282B6543CbBf6542e06cdc,5.46448
0x18b7aE28CAF261187064C835E74FBa72287aDAD7,5.46448
0x193DBE34Ed09c5481264EcfCfD4C96A48d45a130,5.46448
0x1DC5EeFE2D20d1aB0dB794a4236df147C0f60921,5.46448
0x1E7127c81C8A58661a0811F026B6bE66533934bE,5.46448
0x1F427A6FCdb95A7393C58552093e10A932890FA8,5.46448
0x1FB2cb514f42711b597fEAd4E490Db9d9f8B3243,5.46448
0x207d6A2cFD7Fe8a94177B618c476F98112c5333D,5.46448
0x21f948Ef3AFe5406f8b2D911E05eAe4FFB82eCB4,5.46448
0x27dde6d51e4b28f997af3b83b0539d996eb47780,5.46448
0x287300059f50850d098b974AbE59106c4F52c989,5.46448
0x28Ac32ECA079e42D33FCFd1EE3bB5954846761ed,5.46448
0x28f8ec7CEd5f1D9D1384b5b6937Dc6fd267C1e35,5.46448
0x2d5304bA4f2c6EFF5D53CecF64AF89818A416cB9,5.46448
0x2Df3885a78a036546E801fCB2e0472257b392351,5.46448
0x2fc0423d26eed78437d5cfcabd11650ac6673324,5.46448
0x31EFd75bc0b5fbafc6015Bd50590f4fDab6a3F22,5.46448
0x323794C012DF58d68843D745c75eA536D870c7DA,5.46448
0x32FEecCD73bc3e2c2DaE2442602f28894499A4a4,5.46448
0x334e439EE9285755f98bE4fAFb1aDD1eF2571501,5.46448
0x33a9e8Ef8C13c193410fE97F6B13E89DA1078f9e,5.46448
0x347FcC4a31B8fED9c565aFFA3664446f14da9040,5.46448
0x34A903636158a5e5929a6cb87171c7e0dD2BA6B9,5.46448
0x351B7FAa48F2F86AEa651E05fFa3AF5D6cfBAD38,5.46448
0x358A906Ca407a35DE33B930AA7Cf49A301A4DEF1,5.46448
0x367A1dB9A233251e0Be48a6b9154C31F71Db8309,5.46448
